image_id,width,height,n_objects,n_attributes,n_relations,attrs_per_obj,rels_per_obj
2372760,500,375,11,11,38,1.0,3.455
2385842,500,333,17,14,50,0.824,2.941
2405484,375,500,8,10,11,1.25,1.375
1592435,1024,676,11,3,11,0.273,1.0
2410643,500,333,15,12,52,0.8,3.467
2385848,339,500,0,0,0,0.0,0.0
2393892,500,375,11,8,24,0.727,2.182
2368454,500,375,29,14,130,0.483,4.483
2321065,500,333,10,3,32,0.3,3.2
2321062,500,333,22,3,56,0.136,2.545
2374661,500,333,17,7,40,0.412,2.353
2343504,500,375,18,2,61,0.111,3.389
2391021,500,334,14,13,40,0.929,2.857
2357999,500,375,15,10,51,0.667,3.4
2391023,500,219,16,11,40,0.688,2.5
2341429,500,375,20,16,70,0.8,3.5
2355857,500,333,30,18,108,0.6,3.6
1159581,768,1024,3,0,0,0.0,0.0
1159589,1024,768,3,0,0,0.0,0.0
2348624,364,500,14,7,21,0.5,1.5
2317575,500,331,40,13,285,0.325,7.125
2361937,500,356,22,12,55,0.545,2.5
2361243,216,301,11,1,16,0.091,1.455
2412868,375,500,12,9,19,0.75,1.583
2388398,500,333,3,1,0,0.333,0.0
2388399,500,331,8,3,18,0.375,2.25
2413899,500,375,12,5,21,0.417,1.75
2407097,500,334,10,4,18,0.4,1.8
2388395,500,500,15,0,45,0.0,3.0
2328977,500,306,8,8,2,1.0,0.25
2354103,500,375,18,14,63,0.778,3.5
2415077,500,375,15,10,8,0.667,0.533
2365634,500,310,13,0,28,0.0,2.154
2365635,500,333,12,9,29,0.75,2.417
2404683,333,500,16,4,21,0.25,1.312
2316958,500,323,30,13,108,0.433,3.6
2330835,375,500,6,2,5,0.333,0.833
2322606,500,333,11,10,7,0.909,0.636
2322600,500,375,24,10,95,0.417,3.958
2368747,375,500,22,12,28,0.545,1.273
2366586,500,375,22,13,67,0.591,3.045
1159763,683,1024,5,1,3,0.2,0.6
1159761,1024,735,8,10,7,1.25,0.875
2333440,333,500,4,1,1,0.25,0.25
2333441,333,500,4,3,1,0.75,0.25
2326773,500,333,6,3,2,0.5,0.333
2333445,500,333,14,0,56,0.0,4.0
2330783,500,303,1,1,0,1.0,0.0
2333338,500,375,4,1,0,0.25,0.0
2348786,500,331,25,14,141,0.56,5.64
2411519,500,375,9,10,3,1.111,0.333
2367982,500,375,30,12,96,0.4,3.2
2403439,500,375,16,11,29,0.688,1.812
2330972,500,375,5,5,8,1.0,1.6
2411516,500,500,24,9,57,0.375,2.375
1592403,904,1024,24,12,70,0.5,2.917
1592401,1024,768,21,9,66,0.429,3.143
2382899,282,500,15,12,30,0.8,2.0
2328601,331,500,13,4,14,0.308,1.077
2345211,500,375,27,8,34,0.296,1.259
2324955,334,500,18,7,53,0.389,2.944
2334878,375,500,8,1,14,0.125,1.75
2401498,500,346,25,20,99,0.8,3.96
2342074,375,500,21,9,56,0.429,2.667
2401497,500,334,9,3,19,0.333,2.111
2334877,500,333,19,2,21,0.105,1.105
2393797,500,333,15,9,11,0.6,0.733
2391312,333,500,13,4,17,0.308,1.308
2367181,500,288,15,9,39,0.6,2.6
2367184,500,234,19,11,106,0.579,5.579
2367188,500,316,9,2,9,0.222,1.0
2395567,500,289,15,8,31,0.533,2.067
2356022,500,375,25,4,31,0.16,1.24
2390041,334,500,9,3,14,0.333,1.556
2340363,375,500,15,6,24,0.4,1.6
2380720,500,500,19,10,39,0.526,2.053
2358465,334,500,14,11,24,0.786,1.714
2358464,375,500,29,10,97,0.345,3.345
2373462,500,486,15,6,18,0.4,1.2
2318905,500,375,15,3,42,0.2,2.8
2342291,375,500,18,6,40,0.333,2.222
2358721,500,333,24,16,75,0.667,3.125
2358723,500,312,23,4,79,0.174,3.435
2358726,500,333,12,3,8,0.25,0.667
2358727,500,500,24,9,102,0.375,4.25
2369837,500,333,22,3,53,0.136,2.409
2369833,500,333,12,4,24,0.333,2.0
2414858,500,334,17,23,39,1.353,2.294
2379637,500,333,17,14,39,0.824,2.294
2389517,446,500,15,4,15,0.267,1.0
2406059,494,500,14,16,34,1.143,2.429
2325606,500,281,8,3,15,0.375,1.875
2376363,500,334,15,5,63,0.333,4.2
2371404,500,375,23,15,57,0.652,2.478
2371405,500,375,25,21,70,0.84,2.8
2371406,335,500,22,14,30,0.636,1.364
2324608,500,500,11,3,12,0.273,1.091
2324609,375,500,7,4,11,0.571,1.571
2320129,500,374,42,17,244,0.405,5.81
2410006,375,500,12,12,30,1.0,2.5
2320124,500,375,20,3,47,0.15,2.35
2409896,500,333,22,13,55,0.591,2.5
2323730,396,500,4,2,1,0.5,0.25
2362851,500,333,13,4,54,0.308,4.154
2362850,500,299,9,1,6,0.111,0.667
2362857,500,375,10,5,15,0.5,1.5
2414935,500,375,10,11,19,1.1,1.9
2372539,500,333,25,5,152,0.2,6.08
2372538,500,375,29,9,108,0.31,3.724
2358097,500,273,7,10,6,1.429,0.857
2949,800,600,7,2,8,0.286,1.143
2379185,500,375,14,19,27,1.357,1.929
2399458,500,281,6,11,15,1.833,2.5
2379186,500,333,25,11,103,0.44,4.12
2397408,478,500,0,0,0,0.0,0.0
2315450,500,313,21,9,80,0.429,3.81
2376184,332,500,13,12,19,0.923,1.462
2331201,500,428,19,9,57,0.474,3.0
2331754,500,313,6,4,5,0.667,0.833
2392114,500,375,12,15,40,1.25,3.333
2375184,500,375,15,26,46,1.733,3.067
2399534,500,333,20,11,81,0.55,4.05
2394815,375,500,10,12,10,1.2,1.0
2335043,500,332,18,8,73,0.444,4.056
286059,1024,642,10,8,25,0.8,2.5
2382646,500,375,18,11,62,0.611,3.444
2406444,500,375,10,10,8,1.0,0.8
2357167,500,335,8,12,22,1.5,2.75
2350398,500,343,10,6,9,0.6,0.9
2406449,333,500,2,0,2,0.0,1.0
1160040,1024,768,13,13,29,1.0,2.231
2346590,500,440,24,5,68,0.208,2.833
286053,1000,666,23,13,80,0.565,3.478
2376980,500,375,12,2,13,0.167,1.083
2397545,500,333,16,12,29,0.75,1.812
2412694,500,375,20,7,76,0.35,3.8
2378586,500,326,24,16,109,0.667,4.542
2359418,450,300,16,17,48,1.062,3.0
2353840,375,500,27,5,97,0.185,3.593
107913,612,612,15,8,17,0.533,1.133
1695,800,600,20,6,76,0.3,3.8
2326978,332,500,13,11,1,0.846,0.077
2411359,500,333,18,22,71,1.222,3.944
2326974,488,500,9,2,18,0.222,2.0
2321655,333,500,16,4,25,0.25,1.562
2326977,500,375,3,8,3,2.667,1.0
2326972,500,342,16,7,21,0.438,1.312
2361646,500,331,13,10,47,0.769,3.615
2365498,421,500,22,9,122,0.409,5.545
2386187,500,199,19,18,48,0.947,2.526
2386186,500,375,18,12,52,0.667,2.889
2381704,500,400,6,5,9,0.833,1.5
2361748,500,326,32,13,144,0.406,4.5
2361038,500,333,23,12,101,0.522,4.391
2414208,500,442,18,2,47,0.111,2.611
2361036,500,333,18,4,41,0.222,2.278
2361741,333,500,18,6,58,0.333,3.222
2364043,500,375,15,7,29,0.467,1.933
2361744,500,298,27,14,164,0.519,6.074
2364513,500,333,17,2,24,0.118,1.412
2380125,500,375,35,6,205,0.171,5.857
2325937,333,500,25,6,139,0.24,5.56
2340569,500,375,24,13,84,0.542,3.5
2395363,500,333,5,9,10,1.8,2.0
2347242,500,303,12,4,27,0.333,2.25
2334315,320,216,4,2,3,0.5,0.75
2340560,500,500,9,4,17,0.444,1.889
2334311,500,375,27,6,152,0.222,5.63
2386987,500,500,21,14,144,0.667,6.857
2399798,500,375,16,11,33,0.688,2.062
2337755,500,313,2,0,0,0.0,0.0
2370043,500,375,23,11,85,0.478,3.696
2387636,333,500,12,7,31,0.583,2.583
2387637,375,500,9,11,16,1.222,1.778
2336803,500,375,19,3,24,0.158,1.263
2407151,500,400,23,11,89,0.478,3.87
2408676,500,333,12,15,10,1.25,0.833
2386436,500,375,18,1,59,0.056,3.278
2339758,500,331,16,5,67,0.312,4.188
2340629,500,331,16,8,23,0.5,1.438
2371987,334,500,20,16,44,0.8,2.2
2404164,500,333,15,11,3,0.733,0.2
2334648,500,332,24,10,61,0.417,2.542
2342847,500,325,19,3,97,0.158,5.105
2342848,375,500,11,5,22,0.455,2.0
2373585,375,500,15,5,21,0.333,1.4
2350152,360,479,12,4,7,0.333,0.583
2400661,500,375,15,11,31,0.733,2.067
2369245,500,333,21,20,77,0.952,3.667
2408446,500,374,20,15,41,0.75,2.05
2369240,500,282,14,3,18,0.214,1.286
2355620,500,281,11,11,11,1.0,1.0
2347463,500,357,15,9,27,0.6,1.8
2395683,500,333,14,5,25,0.357,1.786
2394519,500,333,22,27,90,1.227,4.091
285773,683,1024,16,6,41,0.375,2.562
2321637,380,500,20,7,32,0.35,1.6
2319018,500,317,15,0,14,0.0,0.933
2377443,375,500,14,5,21,0.357,1.5
2362213,500,333,12,2,10,0.167,0.833
2395791,500,375,0,0,0,0.0,0.0
2316094,500,331,5,1,8,0.2,1.6
2395794,500,375,20,12,55,0.6,2.75
2410585,500,333,51,42,538,0.824,10.549
2410581,500,332,15,10,18,0.667,1.2
2325388,375,500,12,7,8,0.583,0.667
2381293,500,333,6,5,12,0.833,2.0
2416517,500,375,12,0,18,0.0,1.5
2369799,333,500,24,13,76,0.542,3.167
2317144,375,500,30,5,147,0.167,4.9
2405744,333,500,20,8,43,0.4,2.15
2385988,500,420,16,9,54,0.562,3.375
2412984,500,281,13,5,34,0.385,2.615
2369791,500,375,10,1,2,0.1,0.2
2385456,500,375,24,14,133,0.583,5.542
2317148,500,374,17,11,44,0.647,2.588
2369796,451,500,17,8,29,0.471,1.706
2316542,500,500,24,4,71,0.167,2.958
2413581,500,375,3,1,2,0.333,0.667
2316541,500,281,24,1,57,0.042,2.375
2413588,500,294,26,27,70,1.038,2.692
2377805,500,395,24,9,75,0.375,3.125
2338407,375,500,10,4,17,0.4,1.7
2409763,500,375,4,2,2,0.5,0.5
2406203,333,500,7,4,4,0.571,0.571
2406204,500,334,19,10,55,0.526,2.895
2352537,333,500,22,9,68,0.409,3.091
2352536,500,285,18,10,64,0.556,3.556
2385184,375,500,13,8,26,0.615,2.0
2359254,500,474,10,3,3,0.3,0.3
2359253,500,332,15,13,88,0.867,5.867
2352531,500,333,22,16,76,0.727,3.455
2352530,500,333,20,13,130,0.65,6.5
2341576,500,333,45,11,330,0.244,7.333
2402913,375,500,1,0,0,0.0,0.0
2372657,500,335,14,8,32,0.571,2.286
2394770,500,348,3,2,0,0.667,0.0
2343710,500,368,22,9,80,0.409,3.636
2343714,500,375,11,3,8,0.273,0.727
2385670,333,500,7,9,11,1.286,1.571
2385671,500,387,14,11,38,0.786,2.714
2349746,500,335,24,10,109,0.417,4.542
2349216,500,333,21,3,94,0.143,4.476
2385675,500,332,2,2,2,1.0,1.0
2385677,334,500,13,9,41,0.692,3.154
2403358,500,334,11,11,31,1.0,2.818
2336405,500,375,24,13,107,0.542,4.458
1592215,1024,683,38,16,156,0.421,4.105
2335865,500,314,12,6,31,0.5,2.583
2390455,322,500,8,4,6,0.5,0.75
1134,404,800,6,2,6,0.333,1.0
2408044,333,500,28,16,90,0.571,3.214
2384614,500,337,26,7,91,0.269,3.5
2381600,500,333,18,20,67,1.111,3.722
2398205,500,333,9,4,28,0.444,3.111
1159398,1024,715,28,7,101,0.25,3.607
2452,800,533,11,2,32,0.182,2.909
2368683,500,255,15,11,14,0.733,0.933
2368685,375,500,13,5,10,0.385,0.769
2368687,500,375,11,6,6,0.545,0.545
2411983,500,375,0,0,0,0.0,0.0
2398936,332,500,11,5,7,0.455,0.636
2415921,500,375,18,13,46,0.722,2.556
2357958,500,336,17,10,60,0.588,3.529
2357950,500,383,14,10,13,0.714,0.929
2333222,500,333,12,8,13,0.667,1.083
2344788,500,500,14,2,30,0.143,2.143
713793,1024,678,27,16,164,0.593,6.074
2366773,500,306,5,7,2,1.4,0.4
713796,1024,768,8,7,8,0.875,1.0
713795,1024,678,20,10,124,0.5,6.2
2412131,500,334,18,15,81,0.833,4.5
2884,800,600,24,2,88,0.083,3.667
2412066,500,375,38,10,268,0.263,7.053
2333225,500,373,17,4,68,0.235,4.0
2342793,500,375,19,17,73,0.895,3.842
2347746,333,500,15,5,15,0.333,1.0
1285,640,480,16,13,26,0.812,1.625
2376645,375,500,38,8,316,0.211,8.316
2402003,500,325,20,9,25,0.45,1.25
2324146,375,500,24,12,106,0.5,4.417
2371345,500,333,20,9,48,0.45,2.4
2409249,500,490,25,45,62,1.8,2.48
2324149,375,500,20,19,47,0.95,2.35
2324419,500,500,18,7,55,0.389,3.056
1593031,678,1024,16,9,17,0.562,1.062
2383936,500,333,16,14,52,0.875,3.25
2401269,500,500,22,19,67,0.864,3.045
713170,1024,768,34,19,210,0.559,6.176
2367794,333,500,13,11,12,0.846,0.923
2336256,500,333,11,3,27,0.273,2.455
2346291,500,281,10,7,24,0.7,2.4
2355894,500,333,15,5,37,0.333,2.467
2395803,500,333,15,13,35,0.867,2.333
2347520,500,296,6,9,5,1.5,0.833
2401586,500,375,19,16,68,0.842,3.579
2347528,500,333,26,14,128,0.538,4.923
2355548,500,335,20,11,76,0.55,3.8
2341852,500,333,10,7,8,0.7,0.8
4761,400,300,11,5,15,0.455,1.364
2354376,500,333,21,5,90,0.238,4.286
4763,400,266,12,6,26,0.5,2.167
2379737,500,375,18,12,76,0.667,4.222
2326297,500,375,12,10,16,0.833,1.333
2354371,500,333,8,1,4,0.125,0.5
2336788,500,336,4,6,3,1.5,0.75
2354378,375,500,20,6,69,0.3,3.45
2350250,500,281,18,6,28,0.333,1.556
2350700,500,375,16,3,59,0.188,3.688
2349431,375,500,16,5,30,0.312,1.875
2357575,500,332,17,5,35,0.294,2.059
2350709,375,500,11,7,21,0.636,1.909
2387110,333,500,17,21,75,1.235,4.412
2353720,500,334,26,7,94,0.269,3.615
2356627,500,411,15,6,11,0.4,0.733
2353471,500,375,12,4,13,0.333,1.083
2375512,500,333,21,5,102,0.238,4.857
498188,1024,538,8,7,10,0.875,1.25
2370567,500,500,22,10,81,0.455,3.682
2375514,500,281,10,10,9,1.0,0.9
2375515,500,393,14,6,40,0.429,2.857
2338980,333,500,11,6,17,0.545,1.545
498187,1024,768,12,11,21,0.917,1.75
2364217,500,375,9,8,35,0.889,3.889
2414056,500,333,15,18,35,1.2,2.333
1592777,1024,682,24,9,139,0.375,5.792
2387359,500,375,37,17,250,0.459,6.757
2340858,500,496,23,8,57,0.348,2.478
497982,1024,683,14,4,29,0.286,2.071
2335783,500,354,9,5,3,0.556,0.333
2319861,500,375,19,7,48,0.368,2.526
2335780,500,213,13,6,58,0.462,4.462
2335787,500,375,20,12,71,0.6,3.55
2406583,375,500,25,16,64,0.64,2.56
2387357,500,334,25,8,80,0.32,3.2
2338183,500,375,13,11,28,0.846,2.154
2378022,500,375,49,31,161,0.633,3.286
2376813,500,375,15,3,21,0.2,1.4
2373262,500,333,14,1,22,0.071,1.571
2416744,500,334,3,5,2,1.667,0.667
498329,1024,683,7,4,6,0.571,0.857
2331416,500,332,8,0,4,0.0,0.5
2331415,375,500,15,4,44,0.267,2.933
2331414,500,299,5,2,1,0.4,0.2
2331942,356,500,4,0,2,0.0,0.5
2331948,500,284,20,4,56,0.2,2.8
2346964,500,344,10,3,29,0.3,2.9
2347710,500,375,18,8,49,0.444,2.722
2350876,500,331,13,7,17,0.538,1.308
2388803,331,500,9,4,9,0.444,1.0
2388805,500,333,7,7,14,1.0,2.0
2335252,500,329,17,10,46,0.588,2.706
2350879,500,375,19,8,44,0.421,2.316
713685,1024,683,17,1,63,0.059,3.706
4888,369,246,32,10,135,0.312,4.219
2338368,500,375,23,11,68,0.478,2.957
2705,800,600,19,8,73,0.421,3.842
4884,382,256,9,4,16,0.444,1.778
2400182,500,333,14,14,14,1.0,1.0
2400184,500,375,16,8,24,0.5,1.5
2391000,500,337,12,8,31,0.667,2.583
2397448,333,500,20,13,46,0.65,2.3
2385865,500,375,11,10,26,0.909,2.364
2385866,500,375,17,10,45,0.588,2.647
2344297,375,500,16,8,41,0.5,2.562
2352703,500,375,22,8,79,0.364,3.591
2321041,500,375,19,13,86,0.684,4.526
2374640,500,302,13,6,14,0.462,1.077
2374643,375,500,19,9,38,0.474,2.0
2385600,500,375,6,1,10,0.167,1.667
2374646,500,414,6,3,1,0.5,0.167
2335402,500,282,12,8,18,0.667,1.5
2363937,500,375,20,11,35,0.55,1.75
2415891,500,333,12,2,26,0.167,2.167
2363931,500,281,31,14,213,0.452,6.871
2347637,500,381,17,5,64,0.294,3.765
2415898,500,375,28,11,133,0.393,4.75
2415899,500,333,22,13,43,0.591,1.955
2363939,500,333,17,4,42,0.235,2.471
2318738,500,375,15,4,30,0.267,2.0
2344474,500,279,15,4,39,0.267,2.6
1159566,1024,768,7,2,11,0.286,1.571
2361261,500,277,32,7,210,0.219,6.562
2361264,500,333,7,1,8,0.143,1.143
2361267,500,375,13,4,30,0.308,2.308
2317559,333,500,21,7,53,0.333,2.524
2417836,500,375,9,3,22,0.333,2.444
2412845,375,500,23,12,41,0.522,1.783
2317553,500,375,34,20,134,0.588,3.941
3477,800,600,30,9,151,0.3,5.033
2403637,375,500,11,18,29,1.636,2.636
838,800,600,6,9,7,1.5,1.167
2386047,500,333,14,15,53,1.071,3.786
2384440,500,281,6,11,11,1.833,1.833
2383321,500,333,14,12,20,0.857,1.429
2383328,374,500,17,10,49,0.588,2.882
2316935,500,375,20,10,77,0.5,3.85
2329391,382,500,19,2,55,0.105,2.895
2322666,500,338,20,9,42,0.45,2.1
2322669,500,375,14,5,41,0.357,2.929
2326710,500,375,15,3,45,0.2,3.0
2408532,500,334,17,9,68,0.529,4.0
2345474,500,375,21,8,58,0.381,2.762
2326716,500,375,14,15,30,1.071,2.143
2344270,500,375,17,2,34,0.118,2.0
2408539,500,335,19,30,69,1.579,3.632
2388117,500,375,16,11,44,0.688,2.75
2333310,500,281,19,7,83,0.368,4.368
2390202,500,375,15,13,57,0.867,3.8
2403189,500,337,17,13,77,0.765,4.529
2403401,500,333,10,14,14,1.4,1.4
1729,256,256,2,0,0,0.0,0.0
2330951,500,375,1,1,0,1.0,0.0
2403184,500,375,15,12,28,0.8,1.867
2403180,500,332,12,14,31,1.167,2.583
2403183,500,375,14,4,25,0.286,1.786
2348601,500,333,19,18,73,0.947,3.842
2348606,500,333,31,5,148,0.161,4.774
2398077,500,332,23,10,56,0.435,2.435
2348359,500,281,17,4,51,0.235,3.0
1592174,1024,768,4,1,1,0.25,0.25
1592175,768,1024,44,15,254,0.341,5.773
2391915,500,333,5,6,20,1.2,4.0
2342725,500,333,35,6,223,0.171,6.371
2322487,500,333,17,9,56,0.529,3.294
2396331,333,500,8,3,11,0.375,1.375
2322481,500,349,14,9,20,0.643,1.429
2322483,500,334,7,2,8,0.286,1.143
2358915,500,335,19,7,37,0.368,1.947
2367169,332,500,30,8,109,0.267,3.633
2355163,334,500,6,8,4,1.333,0.667
2366731,435,500,21,8,57,0.381,2.714
2358919,500,335,25,15,78,0.6,3.12
2341361,333,500,10,8,5,0.8,0.5
2395589,500,375,0,0,0,0.0,0.0
2340385,375,500,16,3,29,0.188,1.812
2363244,500,334,21,7,79,0.333,3.762
2341365,500,334,23,6,91,0.261,3.957
2393885,500,374,8,9,11,1.125,1.375
2369810,333,500,18,7,29,0.389,1.611
2354146,333,500,17,11,40,0.647,2.353
2351395,500,375,30,8,109,0.267,3.633
2354416,500,333,32,25,179,0.781,5.594
2354415,500,333,19,4,65,0.211,3.421
2358708,333,500,17,10,31,0.588,1.824
2372085,500,333,10,9,8,0.9,0.8
2364978,500,375,17,11,38,0.647,2.235
2414873,500,333,22,21,39,0.955,1.773
2323537,500,375,16,4,36,0.25,2.25
2323288,500,375,7,3,3,0.429,0.429
2323535,500,299,16,7,13,0.438,0.812
2367303,500,375,7,6,1,0.857,0.143
2323532,500,475,5,4,2,0.8,0.4
2323530,334,500,14,10,24,0.714,1.714
2345494,500,132,7,2,15,0.286,2.143
2335419,500,333,7,2,2,0.286,0.286
2345497,500,331,15,7,29,0.467,1.933
2398692,375,500,17,14,49,0.824,2.882
2382213,331,500,26,11,71,0.423,2.731
2379616,500,495,18,9,64,0.5,3.556
2398699,500,334,18,9,42,0.5,2.333
2379961,500,343,11,11,36,1.0,3.273
2389574,500,334,25,14,89,0.56,3.56
713360,1024,683,37,17,160,0.459,4.324
2325622,500,375,8,4,13,0.5,1.625
2341381,500,375,4,5,2,1.25,0.5
2317142,375,500,24,15,98,0.625,4.083
713369,1024,679,16,9,24,0.562,1.5
2376430,500,310,14,13,9,0.929,0.643
2402763,500,375,27,13,152,0.481,5.63
2357813,500,500,19,7,57,0.368,3.0
2389716,500,500,28,18,134,0.643,4.786
2414912,500,500,18,11,62,0.611,3.444
2372880,500,332,11,5,19,0.455,1.727
2346607,500,286,18,5,63,0.278,3.5
2346600,375,500,20,7,46,0.35,2.3
2372884,500,375,24,7,29,0.292,1.208
2372555,500,375,22,11,146,0.5,6.636
2405917,500,332,32,10,144,0.312,4.5
2327193,500,375,17,10,39,0.588,2.294
2320171,500,281,2,1,0,0.5,0.0
2327197,500,375,17,13,51,0.765,3.0
2397421,500,375,13,16,21,1.231,1.615
2393512,500,375,19,25,82,1.316,4.316
2393510,500,357,21,15,85,0.714,4.048
286076,681,1024,11,1,19,0.091,1.727
286075,945,1218,14,6,31,0.429,2.214
2343095,333,500,17,8,30,0.471,1.765
286071,768,1024,6,6,6,1.0,1.0
2365512,500,500,24,15,92,0.625,3.833
2352881,500,375,16,8,37,0.5,2.312
2357531,500,334,9,8,22,0.889,2.444
2360304,500,334,12,8,28,0.667,2.333
2360654,500,400,17,5,50,0.294,2.941
2382038,500,373,19,14,46,0.737,2.421
2339910,500,375,15,2,31,0.133,2.067
2357141,500,333,17,7,49,0.412,2.882
2357490,500,374,10,4,18,0.4,1.8
2406460,500,333,31,18,272,0.581,8.774
2406463,500,335,15,9,42,0.6,2.8
2360778,500,300,17,5,50,0.294,2.941
2409589,500,375,22,8,66,0.364,3.0
2353862,500,334,23,5,75,0.217,3.261
713583,1024,940,22,11,76,0.5,3.455
713580,958,960,15,9,58,0.6,3.867
2360779,375,500,11,2,20,0.182,1.818
2324084,500,375,23,10,68,0.435,2.957
2324085,357,500,3,0,2,0.0,0.667
2324082,500,333,13,4,18,0.308,1.385
2324080,333,500,27,18,38,0.667,1.407
2320543,500,375,22,8,57,0.364,2.591
2324452,500,331,54,39,198,0.722,3.667
2378569,500,375,19,7,75,0.368,3.947
2359472,500,333,17,5,47,0.294,2.765
2417245,500,375,14,12,39,0.857,2.786
2359470,360,270,25,13,124,0.52,4.96
2378560,500,489,37,7,225,0.189,6.081
107935,1024,644,15,10,56,0.667,3.733
2391400,500,335,8,0,9,0.0,1.125
2409209,500,375,18,7,64,0.389,3.556
2350117,500,281,40,7,225,0.175,5.625
2350116,500,330,15,10,10,0.667,0.667
214,600,800,21,25,78,1.19,3.714
2321675,500,358,11,5,15,0.455,1.364
2350110,500,354,24,24,44,1.0,1.833
2391816,500,375,8,15,7,1.875,0.875
3180,800,600,17,11,62,0.647,3.647
2350119,500,333,27,5,130,0.185,4.815
2409055,500,375,25,13,75,0.52,3.0
2404536,500,425,19,10,71,0.526,3.737
2409050,500,333,13,11,19,0.846,1.462
2411372,500,332,20,19,54,0.95,2.7
2411375,500,333,18,13,36,0.722,2.0
2370783,500,375,19,6,62,0.316,3.263
2338131,500,334,13,8,35,0.615,2.692
2407846,500,333,9,9,21,1.0,2.333
2336442,500,333,4,2,0,0.5,0.0
2370484,500,375,33,14,84,0.424,2.545
2412542,500,375,26,14,135,0.538,5.192
2370488,500,333,11,12,31,1.091,2.818
2378706,500,333,12,9,18,0.75,1.5
2321904,500,333,22,7,108,0.318,4.909
2374253,335,500,11,7,37,0.636,3.364
2377908,500,333,2,12,0,6.0,0.0
2321456,500,333,14,5,21,0.357,1.5
2326485,500,333,18,9,33,0.5,1.833
2364025,500,375,23,18,64,0.783,2.783
2330429,500,357,14,4,19,0.286,1.357
2415791,500,373,12,7,34,0.583,2.833
2395341,500,375,7,11,7,1.571,1.0
2395343,500,375,12,12,9,1.0,0.75
2347262,333,500,12,10,8,0.833,0.667
3643,800,600,17,5,30,0.294,1.765
2340819,375,500,27,10,55,0.37,2.037
2396692,375,500,15,10,33,0.667,2.2
2353399,500,375,22,10,63,0.455,2.864
2396923,374,500,5,3,1,0.6,0.2
2383130,500,375,15,10,27,0.667,1.8
2353392,500,331,23,7,82,0.304,3.565
2334334,500,375,34,12,216,0.353,6.353
2323895,500,333,14,3,57,0.214,4.071
2316448,500,474,15,13,18,0.867,1.2
2391692,500,375,17,15,41,0.882,2.412
2339777,500,375,10,5,4,0.5,0.4
2327534,500,333,4,6,3,1.5,0.75
2344041,500,374,23,13,97,0.565,4.217
2387657,500,333,2,2,2,1.0,1.0
2356454,375,500,14,6,10,0.429,0.714
2356455,500,334,19,7,62,0.368,3.263
2364607,500,375,13,11,12,0.846,0.923
2389378,500,397,6,7,4,1.167,0.667
2333107,500,375,19,17,54,0.895,2.842
2395007,500,334,0,0,0,0.0,0.0
2320507,500,500,28,13,156,0.464,5.571
2375704,500,375,14,9,35,0.643,2.5
2375701,500,375,14,6,28,0.429,2.0
2413957,333,500,15,18,59,1.2,3.933
2401085,500,390,2,2,0,1.0,0.0
2369265,500,500,11,9,16,0.818,1.455
2361018,500,375,22,13,55,0.591,2.5
2361019,500,368,26,13,133,0.5,5.115
2415136,500,375,12,9,9,0.75,0.75
2362271,500,371,21,9,105,0.429,5.0
2362276,450,350,21,13,94,0.619,4.476
2344870,333,500,28,17,41,0.607,1.464
2364608,500,375,10,4,8,0.4,0.8
2365958,500,334,10,5,31,0.5,3.1
2365778,500,333,9,5,10,0.556,1.111
2373700,500,333,18,9,70,0.5,3.889
2416531,295,500,14,9,15,0.643,1.071
2338792,326,500,18,7,44,0.389,2.444
2379401,500,375,12,14,21,1.167,1.75
2416539,500,375,25,2,83,0.08,3.32
2325850,500,333,8,1,19,0.125,2.375
2338799,500,376,13,8,13,0.615,1.0
2341637,500,400,35,10,110,0.286,3.143
2394430,375,500,13,3,19,0.231,1.462
2370953,333,500,12,3,9,0.25,0.75
2366977,500,379,19,6,62,0.316,3.263
2410567,500,316,16,16,24,1.0,1.5
2325366,500,334,12,4,24,0.333,2.0
2341638,500,333,28,12,133,0.429,4.75
2336295,500,334,8,3,10,0.375,1.25
2405728,375,500,11,8,4,0.727,0.364
2333813,500,333,15,8,15,0.533,1.0
2386511,332,500,13,13,20,1.0,1.538
2405722,500,375,26,29,85,1.115,3.269
2405720,375,500,16,11,19,0.688,1.188
2369906,500,375,12,7,25,0.583,2.083
2325325,500,375,8,3,4,0.375,0.5
2332143,500,309,7,0,11,0.0,1.571
2319298,500,334,9,2,6,0.222,0.667
2319297,332,500,8,3,11,0.375,1.375
2377281,375,500,15,2,24,0.133,1.6
2337449,500,334,9,1,9,0.111,1.0
2413526,500,375,4,8,2,2.0,0.5
2319290,500,334,11,6,12,0.545,1.091
2338422,500,376,16,7,36,0.438,2.25
2402975,333,500,19,17,48,0.895,2.526
2398441,500,500,8,5,4,0.625,0.5
2398440,500,334,1,1,0,1.0,0.0
2345391,500,375,17,12,34,0.706,2.0
2345390,500,375,21,3,65,0.143,3.095
2398196,500,349,11,22,21,2.0,1.909
2332975,500,334,12,5,13,0.417,1.083
2329701,500,500,10,0,8,0.0,0.8
2329704,500,375,12,3,14,0.25,1.167
2394699,333,500,20,14,70,0.7,3.5
2359278,500,311,15,4,61,0.267,4.067
2394753,500,281,16,6,34,0.375,2.125
2394824,299,500,8,7,2,0.875,0.25
2341555,333,500,39,19,170,0.487,4.359
2340143,319,500,13,5,14,0.385,1.077
2411252,321,500,17,28,57,1.647,3.353
